,number_of_likes,caption
537,84,My friend helped me see the difference. I've been working hard and I'm guessing its showing. #fitness #workout #lean #abs #muscles
538,61,"Only 3 lbs difference. January on the left, October on the right. I weigh less on the right. I thought I was fit then and I've improved so much just from tweaking certain things. Happy I'm continuing to achieve my goals. #fitness #fitsporation #fitlife #fitbody #gymspiration #gymrat #gymlife #progress"
539,47,Basically all day! Turned up. Party weekend of dreams!
540,29,Getting my hoop on today! Product of all these squats! #basketball #hooping #dunking #hops #ups #gymlife #gymrat
541,150,"Arizona winters ain’t half bad. First time in a drop-top and naturally I was a diva. 🤷🏾‍♂️
.
.
.
#worktrips #scottsdale #droptop #raindrop #arizonawinters #mustang #lit #brainjuice #stoplightphotography"
542,40,Second annual Backyard slip-n-slide with these fools! #lit #itwaslitfam #turnt #welit #mdw2016 #MDW #lifeisgood
543,12,Yoooo!! I asked rick Ross for a dollar and he spazzed out! 😂😂😂#rickross #boss #halloween #mmg #rozay
544,91,"Wouldn’t be me if I didn’t do something extra basic today so here you are! ACL in my beautiful city of Austin. Stay lit
.
.
.
#acl #austincitylimits #festiveaf #lit #jayz #hot #basicaf #bestcity #atx #livingmybestlife"
545,50,Oh you know. I feel beautiful 😂 #gq #sexy
546,21,In the studio working on our next mega-hit. #youalways hurtme #music #song #ilovemusic
547,2,#throwbackthursday 👊
548,148,"How we celebrate productive work meetings. Literally can’t take me anywhere. 🤷🏾‍♂️
.
.
.
#thebay #bayarea #baearea #goldengatebridge #cali #worktrip #daytrip #sanfrancisco #brainjuice #postmeeting"
549,14,Downtown Houston #oucchhheeaaa
550,19,Lunch on the road! #sotos #houston #delicious #ilovefood #worklife cc: @katalac1989
551,81,"Struggle beard, but here for national selfie day or whatever fake holiday we’re celebrating today. I’m just here to spread love and forgiveness n tings and remind people to love themselves even if your beard doesn’t cooperate with the rest of what your face is trying to do. Anyway, have a great day. .
.
.
#strugglebeard #work #living #nationalselfieday #staylit #lovelife #postthemselfies #LA"
552,19,I kinda love this pic of me and @angie_oflaherty! #crewlove #sundayfunday
553,40,Can't come to Philly and not eat a Philly Cheesesteak. Yes lawd!!! 🙌 #phillycheesesteak #philadelphia #philly #foodie #amazing
554,16,Obligatory car selfie. #readyforfood #lunchbreak
555,38,#sxsw @_mliu @unclephil418
556,44,Love these two. The most amazing couple I know. So great to be apart of their family. #fagliewedding #family
557,75,#1 in our hearts. #lit #txst #txstvsuh #almamater #texasstate #tailgate
558,44,Cake face! #birthdayboy #nephew #unclerich #turnup #itwaslitfam
559,41,The Rucker. #legendaryplayground #harlem #ruckerpark #basketball #nyc #harlemworld
560,29,Rewriting one of my songs on my my next album...
561,91,"Ice in my veins last night over my brother @_mliu and ice packs all on my body today. Had a blast running with the @overtime crew last night. ‘Twas Lit! Thanks for making this happen, Mike! Happy Birthday Brother! .
.
.
#nyc #overtime #lifetimesky #bball #stepback #notoldyet #lit"
562,10,He made sure he got in the water fully clothed!! Lol
563,48,Forgot to post this a few weeks ago
564,59,"They blessed us with an IN-N-OUT in central Austin, 5 minutes from my place and one minute from my gym. So I get to see the sign to AND from the gym. Jesus help me!!! #innoutburger #notgoodformydiet #animalfries #amen"
565,14,The crew!!!! Paddle boarding adventures!!
566,29,Beach day with my ninjas! #mdw #memorialday #swaggedout #galveston #beach
567,115,"Live look at how I approach every work week, my goals, my ambitions, and financial aspirations. Stay lit. .
.
.
#motivationmonday #staylit #ourworkisneverover #bestyou #beyou"
568,28,Been working hard on my back. So much progress!! #muscle #back #lean #progress #fitness #fitspo #fitbody #fitfam #eatcleantraindirty
569,50,New car from my parents. New York plates. I've been wanting this car for a while. #hondaaccord #coupe #newyork #newcar #sexy
570,19,What I look like when I play ball. 😁😁😁
571,27,"My ""omg we're having sushi face""...while she pouts! #swag #lookatmyeyesrollem #sushidate #happyhour #downtown #barchi"
572,29,Me and bae. I came to see her during lunch. #almostsevenyearsoflove #bae #lucky
573,46,Memorial Day weekend in Galveston with Boo. On a boat with my buddies! #mdw #sexy #couple #almostmatching #boat #memorialday #sun #fun #swag
574,35,Working on something magical with @jlpyne1906 tonight. Don't ask me where I find the time to do this lol! #telltheworld #music #ilovemusic #piano #originalsong
575,30,Usher At #sxsw #faderfort #fader ##usher #sxsw2013
576,38,Musing. Haven't touched my keyboard in way too long and it's been even longer since I've written anything. #musing #piano #singing #songwriter #lovesong #mine #acoustic
577,3,"My new song ""we're at war"" on YouTube. I'm proud of myself. YouTube.com/Richardrobinsonmusic 😁😁😁"
578,67,Hadn't worn a pair of blue jeans in over a year. Fake modeling lol. #gq #bluejeans #selfie #fitbody
579,28,The reason I've been hungover all day lol. White elephant/ugly Christmas sweater party. Pure joy!! #christmas #uglychristmassweater #party #MD2020
580,62,Me trying to be serious during Monday night yoga session with 500 people hosted by @wanderlustyogaatx #summeratthesprings #yoga #bartonsprings #imnotveryflexible #myhairisnappy #atx
581,18,I don't know what's really going on here ha ha!!! 😆 #party
582,4,Five more to go #mattersoftheheart :)
583,232,"Dr. Pilles. Happy Graduation. Love you.
.
.
.
#phd #graduationday🎓 #lit #allwhiteallwhiteallwhite #atx #wecute"
584,160,"Y’all ever had someone who LITERALLY annoys you to the point where you gotta ignore them for two months at a time on more than one occasion? Who lives in their feelings and constantly complains to you about errthang and anything? Who FORCES you to do things all the time? Who constantly makes fun of you, but can’t live without you even when they try? Well I have one and she’s up for sale pretty much everyday. This is the epitome of a love/hate relationship. One of bestest friends although sometimes I wish I never met her. EVERYONE thinks we date, have dated, or secretly love each other, but hell to the nah, I’m way too pretty for her. We are just ying and yang basically and this is her annual shout out for basically making it another year in my life (7 years this month). I guess I love you most days. This is the nicest thing you’ll get from me all year. Much, love @ldkaye . .
.
.
#sisterfromanothermister #bff #shemadeitanotheryear #annualshoutout #imnicein2018 #staylit #yingandyang #escaperoom"
585,97,"Working on my GQ portfolio. 😂
.
.
.
#coronadoisland #beach #beachandmountains #itslit #notamodel #gqhollaatmethough #lit"
586,29,"Bootcamp for Camp Gladiator yesterday. I'm infinitely sore right now, but it was a blast working out and shooting with them. Our instructor was a former NFL player which explains why I'm dying right now. #campgladiator #fitness #austin #texas #zilkerpark #bootcamp #gladiator #cg #fitlife #hardwork #dedication"
587,45,Happy Birthday to the Legend. Gotta represent my roots. #bobmarley #jamaica
588,168,"Sunrise on a sunny day in ATX. .
.
.
#atx #sundayfunday #lit #sunshine #sunrise #blessed #lovelife #bestcity"
589,40,Easter Bunny came out to play today! happy Easter! Annual shoot! #easter #photoshoot #garybiggersphotography
590,28,Wanted to save this til after the Heat won. Lol I laughed out loud.#miami #bulls #lebron #heat #wrestling #nbaplayoffs
591,21,The weeknd #dallas #concert #music
592,45,Summer time in the city! #bryantpark #summerfilmfestival #nyc #ghostbusters #awesomeness #itshot
593,49,Can't break SXSW tradition with my bro's! #itslit #imtired #sxsw2016 #tradition #itwaslitfam
594,28,He's 18 and I can finally take him places with me ha ha. My little (big) bro!! #nyc #summersolstice #brotherlylove
595,22,We released a new flavor today and guess who got first dibs off the production line?!? 😁😁 #oatmegabar #newflavor #chocolatecoconutcrisps #oatmega #protein @oatmegabar
596,72,This is for everyone who doubted on my story. 😂😂 I’d do well in a horror movie!! #weescaped #theescapegame #welit #runwiththewinners
597,25,Mmmmmm....
598,2,"Hand written ""anything"" is an endangered species"
599,5,Cousins and me
600,61,Fresh out of bed in zombie mode. #goodmorning #sleepy #zombie
601,57,Signature pose with my brudda. #lit #Htown #houston #back2back
602,15,I wrote this in a blog years ago. I was in love lol.
603,18,This has to be the funniest shit ever!!! I can't breathe!!!! 😂😂😂
604,27,Me and my big lips going road trippin again. I feel like Jack Kerouac. Galveston here I come!!! #driving #biglips #ontheroad #roadtrip
605,26,Back in ATL with my boo boo being silly. #atl #sister #siblings #atlanta #crazykids
606,56,"First gathering of 2017. Fun fact, they all love me and can't live without me.😊 #squad #lit #newyearsameus #goodvibes #itwaslitfam #samecitysamefriends #thatwasadrakequote #imsorryforquotingdrake #😂 #atx #somanyhashtags #freezing"
607,6,Watching tv from upstairs while I try to clean my room lol. I'm distracted
608,66,Tito's and Topo. Flannel SZN. Lit. #tistheseason #lit #atx #gloup
609,145,"The only cardio we acknowledge.
.
.
.
#sundayhoops #basketball #cardio #levels #abs #fitness #consistent"
610,17,In the studio working with these drums on reason6 since we don't have a real life drum set! Tweaking a song I'm singing at a wedding tomorrow. #studio #percussion #reason #music #work
611,33,"I haven't seen my legs this vascular, ever!! *crip walks* #vascular #veins #squats #calves #swag #nike"
612,43,Gotta represent my people! 😁😁 #jamaica
613,50,Today was pretty rad! #atx #W #imusuallynotthetallest #downtown #iateapplesallday #anditsnotevenMYbirthday
614,5,My dinner tonight. Dish of Jamaica
615,22,"The most comfortable shoes eva. I need a couple more, different colors. 😁 #nike #freeruns #shoes"
616,19,Bought new shoes and they gave me two different sizes. Fucking morons. 😡#frustrated #shoes #wrongsize #sperrys
617,20,Shawty. #halloween #sexy #costume
618,39,Snowing ouccchheeaa! #snow #boston
619,158,I actually don’t hate these two. Everyday we lit. #fam ##bff #rainey #rainyonrainey #lit
620,33,"As much as I've flown in my life, today was my first time flying over mountains. #southerncali #beautiful"
621,26,"They grow up so fast. I remember changing this little guy's diapers in Jamaica. Now he's taller than me and about to graduate High School. College is up next. So proud of my little ""big"" brother. #littlebrother #graduationpictures #soproud #highschool #newyork"
622,121,"Mexican weddings in Mexico. If you’ve never attended a Mexican wedding, do yourself a favor and go to one IN MEXICO! Time of my life courtesy of @vanessarogers_ and her Hubby! It was lit!
.
.
.
#veracruz #mexico #lit #dancedtil6am #mexicanwedding #top5 #legendary #tbt"
623,24,The best socks on earth! Dri-fit. Gym time! #nike #drifit #gymgear
624,7,I'm definitely not a photographer
625,21,Our bad ass ultimate frisbee team. We dominated tonight!! #airtrafficcontrollers #ultimatefrisbee #austinsportsandsocial #atx #sports
626,33,Addicted to nike! I can't wait to buy more since all of these are worn down. #nike #gymgear #addicted #gymshoes #colorful #freeruns #gymrat #basketball #running #football
627,7,Currently... #goodreads #newbook #chillin
628,30,Keeping me in shape since 2012! @livesoda and @oatmegabar! #secrettosexy #catsoutofthebag
629,99,Best friend's wedding. So happy for this guy! @b_smooth_87 #weddingday #lit #turnup #suitandtie #fresherthananewborn #groomsmen
630,48,Who says you need a grill?!? #steaknight ##mediumrare #steaks #panseared
631,39,One of my two roommates for the week!! 😁
632,75,Today was also lit. Paddle boarding Lake Austin. #mdw2016 #SUP #paddleboarding #lakelife #giantsallday #itwaslitfam #austin #ladybirdlake #solofun
633,32,"Dinner tonight! Magnificent. Pan seared salmon, sautéed chicken breast with veggies, green beans, rice!!! 😍😍😍😍#salmon #rice #dinner #fitmeal #greenbeans #chicken #vegetables #healthy #carbs #protein"
634,78,"Stay lit and happy. .
.
.
#saturday #lunch #lunchtime #itwaslitfam #issavibe #saturdaze"
635,61,Today is cool. #socal #cali #newportbeach #sunshine #beautiful #gopro #lit #sunshine
636,17,Haven't seen a rainbow in a while! Look at God! #rainbow #nature #godswork
637,34,"Tina Turnuh, Victor Booze, Trillary Banks, and Randy Sauce!! #nolarollas #nola #labordayweekend #ilovemyfriends #nollinwitmyhomies"
638,86,"Shoutout to pumpkin cupcakes, pumpkin margaritas (apparently that’s a real thing), and pumpkin spice lattes. Also, I was sweating in this picture because Texas weather ain’t shit and it’s hard to dress for it. Anyway, stay cool, or hot or whatever. Happy flannel szn.
📸 @ldkaye .
.
.
#fall #lit #pumpkinspice pumpkinszn #cupcakes #sugarmommas #atx #flannelszn #basicrich #baesic #coldandhotatthesametime #hashtag #aightpeace #staylit #rundmc #art #streetart"
639,42,Sunday Thuggin. About to turn up! #sundayfunday #yellowshorts #thuggin
640,77,Wurstfest with this little babe! #wurstfest #newbraunfels #lit #saturdayfunday #turnup #itwaslitfam
641,31,Indeed. #love #relationships
642,7,I can wake up to this view every day!
643,152,"Y’all knew this was coming. “Black Panther”was top 5, top 5, top 5! Beyond lit! Gonna watch probably 8 more times. .
.
.
#BlackPanther #Lit #top5 #Marvel #crew #salute #alamodrafthouse #wakandaforever"
644,25,My bad ass flag football team. #beastmode #flagfootball #austinsportsandsocial #athletes #sports #fun #milehighsalute #beastmode
645,20,Throwback Thursday. Circa 2009. I probably weight 140 lbs. My arms are incredible long for my height. #tbt #throwbackthursday #corona
646,146,"The Baes.
.
.
.
#sxsw2019 #sxsw #mychristmas #lit #faderfortsxsw #fader #faderfort #atx #threemuch"
647,37,"18 years of you being the best little brother on the planet. Can't believe you're all grown up now. Happy Birthday, Kid. You have a bright future ahead of you and you've made me the proudest big brother on earth. I love you times a million. Happy 18th Birthday, @ackeamm_ ! Welcome to manhood! Can't wait to see you graduate! #brotherlylove #happybirthday"
648,2,Aaayyyeeee
649,42,Late night musing. Selena Gomez cover. #goodforyou #15secondcover #piano #music #love
650,3,"Talk about a nail biter, but I got the win lol. #fantastyfootball"
651,19,I was a quarterback in my former life. This is in honor of the NFL draft. Lol. Look at that arm and the accuracy!!! #quarterback #footballonthevolleyballcourt #accuracy #nflreject #football #shouldaplayedfootball #nfldraft #combine #volleyball #zilkerpark
652,154,"2018 has been filled with travel, lots of work, blessings, growth, and all things happy. I also experienced some loss and other things, but ain’t nobody got time for negative things because those only lead to the aforementioned “growth”....2019 will be a continuation of all things positive and continuing to live my best life. It’s about finding new ways to pay it forward, show gratitude, be a better man, son, student of life, musician, employee, friend, etc. I’m trying to be healthier, happier, and sexier in 2019 and beyond. I’m thankful for the people in my life. Thankful for the losses. Thankful for the gains. Thankful the knowledge. Thankful for the experiences. Thankful to God almighty for all things. I’m ready for more and to work harder than ever. Let’s go! To encapsulate all of what I just said, here’s a photo of me in Iceland that has nothing to do with what I just talked about, but I think I look good in it. Amen. 😂 One love! Oh and be on the lookout for my album cause that’s gonna be flames. Ok bye. .
.
.
.
#newyearsamemebutbetter #growth #2018reflection #staylit #lovelife #travel #workhardllayharder #stayfit #readyfor2019 #ouccheeaa #music #albumcoming #ready"
653,17,Sauna Flow.
654,13,The crew! These guys are so cool. I'll miss these women.
655,29,Yesterday...the best part of the day. #sundayfunday
656,10,So much swag ☺😁
657,23,I kinda love my job a lot. #lit #wanderlustyogafestival #dallas #turnup #oatmega #itwaslitfam @wanderlustfest
658,28,Took her to go see her momma @katalac1989 at work and got lots of lovin for it!!! #zoeydachshundnel #puppylove #dogsofinstagram #puppy #friday
659,36,"Perfectly written, perfectly sung, perfectly orchestrated. I have so much love for this woman and her talent. #adele #hello #love"
660,11,My uncle and little cousin!!! First time meeting the little cousin!
661,35,Dad and Grandfather at my grandma's service today! #threegenerations #jamaica #RIP
662,94,"Best time with the best people. Life's great!
.
.
.
#lit #sundayfunday #atx #fam"
663,51,Gym selfie cause I've been on my grind!!! The cool thing about being stressed out lately is that I can take it all out on the weights in the gym. #teamfitness #fitness #gymtheraphy #lean #nofilter
664,43,Ladybug love. I hope this means a ton of good luck. #ladybug #goodluck
665,19,Circa 95. Been fresh. Lol. #oldschool #childhood #birthday
666,56,Almost 29 and still can't fill out my beard. #stillcutetho #selfiegamestrong #cali #beach #lit #beach #💡 #aboutaweekago
667,29,After finishing tough mudder.
668,53,"My brotha. Gotta pay tribute to this guy right here. Serving our country and being not only a great person, but an even better father. Love this guy!! #mdw #memorialday #mybrother #reunited #galveston"
669,6,My son (baby cousin). I love this kid.
670,8,How my mom and I talk to each other lol.
671,37,New Sperry's! Gold cup. Arguably the most comfortable shoes I've ever worn. #shoes #sperrys #comfortable
672,50,Space Needle was lit. I LOVE Seattle! #spaceneedle #views #seattle #lastday #skyline #beautiful #itwaslitfam
673,31,Heaven. I had to. This sandwich is glorious 😂. Is wear I'm done with food pics #food #foodporn #jasons #deli #sandwich #bacon
674,20,"Should probably trim my hair, but probably not."
675,22,Roadtrip to Dallas for work...I could use a shave! #roadtrip
676,74,When you accidentally dress the same as your co-workers. #lit #swag #notonpurpose #workflow #styling
677,2,Meanwhile during #noshavenovember
678,43,Going to my ultimate frisbee game in style tonight. Gotta support the cause. #breastcancer #cancersucks #phuckcancer #breastcancerawareness #austinsportsandsocial
679,28,T.I. Concert with amazing friends! #yahoo #launch #sxsw #atx #music #BET #Showcase
680,90,"A belated birthday shoutout to my lil bro @itsjustinrichard ...28 and proud of who you’re becoming, fam! One love! .
.
.
#fam #everydaywelit #atx #staylit"
681,80,It was my nephew's birthday and both of our first time at Chucke Cheese! He's so pretty!!! Love this kid. Terrible two. #nephew #birthday #chuckecheese #twoyearsold #lit
682,52,Late nights at the coffee shop catching up on some work. I might be in heaven being surrounded by coffee. #itslit #workinglate #coffeeheaven #monkeysnest #atx #workaholic
683,10,My children ;)
684,106,"After you hike uphill, both ways for 3 miles and barely survived. I love the PNW! .
.
.
#olympicnationalpark #hike #woods #lit #soloadventure #didntdie #washington #mybodyhurts #fitfam"
685,8,Pretty ladies!
686,67,"4 years in the making. Endless nights writing every single lyric. Endless nights on the piano. Endless emotions. Heartbreak. Love. Tears. Gave up like 30 times. Started from scratch. Second guessed myself. Finished. It's BEAUTIFUL. Can't wait to share my heart and soul with you. Thank you, Justyn. Thank you, Edwin. We made something magical.
#Try #NewAlbum #Soon #firstlove #newmusic #richardrobinsonmusic"
687,32,What ninjas look like when they are insomniacs. Lol. I'll be up a few more hours if not til early morning. #cantsleep #insomniac #tired #rough
688,43,Hadn't made this in almost a year. #coconutrice #ackee #dinner #jamaicanfood #ackeeandsaltfish
689,108,"When your friends are 6’8” and you’re not. Out here though. Natural Products Expo East with the bros! .
.
.
#NPEE18 #NaturalProductsExpoEast #BrainJuice #lit #cheesin #giants #living"
690,29,I'm channelling my inner Wesley Snipes! Demolition man!! Leggo!!! #halloween #2012
691,21,Haven't had one of these delicious things in over a month. I was tempted by the new bottle. @livesoda 😍 #kombucha #love #culturecola
692,7,The sunday crew. I didn't get any pictures 😔
693,36,Updated back picture. #nofilter #back #muscles #fitness #fitbody #progress #lats #traps #lean
694,3,I tried to make this as glamorous as possible. 4 days in #noshavenovember
695,4,I'll never stop writing....
696,36,On our way to Acadia National Paaahhhkk! #thuggin #merica #independenceday #weinmainemayne
697,27,Football at Zilker! #football #zilkerpark #funinthesun #birthdayfun
698,24,But first let us take a selfie. Pat O'Brien's in Nola! #nola #neworleans #patobriens #pianobar #hurricanes #richardonehurricanerobinson #selfie #butfirstletmetakeaselfie #birthdayweekend #labordayweekend
699,16,What I love the most in the world
700,58,Getting some piano and singing in before I do some reading. Pardon my voice during these rough times with the weather. This is an original song I wrote a while back. Just felt like sharing. This too will be a future song on a future project. #musicismypassion #music #musician #piano #love #singer #songwriter
701,66,"Practicing piano tonight! A song written by myself titled ""invading your space."" My favorite song from my upcoming record. #careless #invadingyourspace #piano #practice #singing #acoustic #originalsong #artist"
702,13,Got to reunite with these babies after so many years! Happy Rich! #dallas #babies #dinner #happyrich #happykiddos
703,49,Perfect city and perfect weather. No place like home. #atx #zilkerpark #perfectweather #itwaslitfam #sundayfunday #austin
704,109,"Extra and basic at the same time, but living anyway. Dinner with Views and I felt pretty. .
.
.
#bocadelrioveracruz #veracruz #lit #views #beach #mexico #living #extra"
705,32,First part of a bridge that I wrote today. I like how it turned out. #music #musing #songwriter #singing #piano #newsong #musicismypassion #partone
706,25,"Finally official. New Release ""I've Changed"" is live via Spotify. Take a listen to something exceptional today. #ivechanged #newmusic #spotify #moretocome #phrozentrutheproductions @jlpyne1906"
707,24,"""Give the best you've got anyway."" #love #beyourbestyou"
708,160,"We take this picture every year. I’m still not growing unfortunately, but holding out hope! .
.
.
#expowest #gentlegiants #lit #naturalbrainjuice #touchagency #workfun"
709,35,#heyboo #fitbody #fitness #newbackground 🙌
710,36,Since we didn't get a picture together I had to make this one lol. #halloween2014 #swag #greekgoddess #greekgods
711,84,Working hard on this body of mine. So much progress over the last few months. #dedication #fitnessgoals #fitbody #fitlife #fitness #backmuscles #flex #quads #progress #gymlife #gymspiration #gymflow #fitsporation #traps #leanbody #lean #lats #okimdone
712,52,Another original song i wrote! #musing #singersongwriter #piano #idomusicsometimeswhenimbored #love
713,28,"Fun times in ATL. .
.
.
#poncecitymarket #ponce #atl #love #lit #atlanta"
714,50,Had my Lil bro in the gym today with me. Trying to get him some muscles. #gymflow #fitness #fit #gymlife #muscles #workout #triceps
715,18,Had to get a physical copy. My brothers from other mothers mix tape. I was blessed with a few features. @killahro @beansko . Downloadable on datpiff.com #hiphop4dummies
716,39,Rick's Cafe! 35 feet down! #turnup #jamaica #negril #motherland #didittwice
717,29,"Ab check. Despite slacking like crazy, they're here still. #abcheck #alwaysbeachready #latenightlifts #fitnessislife"
718,40,Getting it with my boo. Oh you know! @kart_atx 's dog!! #bella #dancing #puppylove
719,23,Hooping at Gregory gym at the University of Texas!! #basketball #cardio #exercise #hooping #texas #UT #GregoryGym
720,52,Gotta rep my squad! This dude will be the best receiver in the league! #giants #ineedtogetajersey #newyorkgiants #odellbeckhamjr
721,22,Miles and miles worth of sweat!!! #cardio #teamfitness #running #workout #nike #gym
722,29,New World Trade Center! #freedomtower #nyc #lowermanhattan #worldtradecenter #newyorkcity
723,46,Halloweenin' with my awesome co-worker. ODB Jr. And some guy from some team in Texas! #Halloween #OBJ #Giants #coworkers #touchdowndance #whipdance #heisman #work
724,39,Lit. #gopro #la #hiking #sundayfunday #griffithhikingtrail #💡
725,28,I literally ran out of energy. Not bad for not running for two weeks. #run #fitness #fit #cardio #endurance #trail #nike #freerun
726,25,I've had this for at least 4 years. The very same one. Just thought I'd pay homage and show support. #livestrong #lancearmstrong
727,62,"I feel like I never promote my music, BUT here goes. Here's my old album ""my obsession with love""...you can stream it on #spotify #itunes #pandora #rhapsody #iheartradio basically wherever online. Download on iTunes. Currently working on a follow up album ""careless""...so yep! Enjoy. #myobsessionwithlove and yes, you can also have your very own ""Richard Robinson Radio"" on iTunes 😁"
728,19,Someone made me dress up today. Hey shoes! 😁#shoes #sexy #snazzy #dinner
729,402,"Last day in Iceland. It’s been an amazing 11 days. Got to meet and work with some amazing people, work with an amazing company/brand, and got to play model while being on some epic adventures. I will never forget this trip and I’m looking forward to the next. Iceland, it’s been REAL, real! Shoutout to @jamesharnoisphoto and @hownottotravellikeabasicbitch for extending their stay with me and for these bad ass and mostly basic shots. 😂😂 .
.
.
#iceland #niceland #LITlit #workaction #reykjavik #reiadventures #reishoot #bluelagoon #mountains #inclusivity #beach #hiking #whyhike #optoutside #adventures #travel #europe"
730,15,Wildin out at #acl waiting for Kanye and Nas #austin
731,43,"Got to meet this guy, somo!!! From singer to singer, I love this dude's music. #respect #somo #r&b ##singer #haven #music #sxsw2014 #sxsw #atx #austin #musicfestival #sundayfunday"
732,28,"My swim date at Barton Springs. She took forever to get here. Also, my hair is a lot sexier than hers. #bartonsprings #atx #swimming @katalac1989"
733,36,Rode a horse for the first time today! It was 🔥#horsebackriding #resort #turnup #itwaslitfam #pardonmyhair
734,22,I've never laughed so hard in life 😂😂😂😂
735,117,"Views from the CHI! .
.
.
#views #londonhouse #lit #chicago #living #worktrip"
736,211,"Of all pictures that I’ve taken this year, this is absolutely my favorite one. My dad and I roughly the same age, two decades apart. Taken in Jamaica at my late great grandmother’s home, on the same limb of the same coconut tree in the backyard. The place my father grew up, and where I spent so much time as a kid. My Great Grandmother was a straight up G and babied the crap out of me. I swear I always miss her and will forever cherish those memories. Anyway, my dad is a pretty cool dude and I am so appreciative of growing up with this guy. I’m appreciative of how close we’ve gotten over time and I love this dude times a million. Anyway , it’s late and I don’t sleep, but here’s a little sneak peak into some Jamaican Nostalgia. I played on this tree and drank so many coconuts from this same tree for years! .
.
.
#jamaica #coconuts #dad #twins #lit #remake #family"
737,31,First time I'll be able to vote for a president as a U.S. citizen. #vote
738,103,"In the streets with the Birthday babe @hownottotravellikeabasicbitch. I’m trying to get a girl that looks at me the way she looks at my beard. 😂 .
.
.
#imthebestguysheknows #birthday #atxliving #sundayfunday #threedrinklimit #greenlight #rooftop #beardgang"
739,37,"Forever a tourist. Favorite mural in Midtown. .
.
.
.
.
.
.
.
#HTX #Houston #Art #lit #streetmurals #streetart #alwaysatourist #idontknowwhattodowithmyhands #instaart #bye"
740,43,My brothers of 15+ years! Damn times flies. #brothers #friendsforlife #signaturepose #dressedup #bowties
741,50,"Not exactly beach attire, but it works for today. #santamonica #cali #viewsfromthepacific #lit #beautifulday"
742,20,When you haven't cut your hair in a year. #longhair #naps #allthesenapsbutimstillsleepy #boredombeforetheturnup
743,32,What I really do at work. #friday #crazyeyes #sexy
744,50,Brotha from anotha. #lit #atx #turnup #💡
745,6,Merry Christmas :)
746,52,All my friends are over 6ft and I'm over here just like I'm short!!! 😩 happy G-day to my realist ninja @bary_giggers! #atx #6thstreet #downtown #thuggin
747,90,Love these two beautiful babies! My year is made after seeing these two along with my brother and his family. #unclerich #kodakmoment #christmas2016 #lit #happy
748,20,"""inspired by the Olympics""-Nike 😂😂😂😂"
749,2,#throwbackthursday a little late. I used to be a blond. ☺
750,41,"Cousins, dad, and I after my aunt's service. Gonna miss this bunch. #family #cleveland"
751,34,Here's a snippet from my new song #mine in honor of Valentine's Day and #loveweek. Let those you love know that love them and play this for them. Make this song #yoursong #valentinessong #lovesong #original #love #singer #songwriter #bemine #mine download at soundlcoud.com/richardrobinsonmusic #freedownload #makethisyoursong
752,74,"Zilker with the boys
.
.
.
#zilker #saturdaze #lit #fitnessoflife #everydaywelit"
753,116,"Pitstop in NYC before Iceland to roam and ending up getting tipsy with these two. Oops. .
.
.
#LITlit #NYC #Sangria #layover #lunch #NewYork"
754,33,Turned my downstairs into a studio for the next few days! Producer and I working on my next album. #careless #music
755,148,"Just out here with the homies. Stay lit! .
.
.
#Rosswedding #lit #donkeys #rainlilyfarm #atx #weddingszn"
756,21,Got this for my love. Now she has to decorate it and make it look nice. #tabletopchristmastree #christmas #imnotdecorating
757,46,Had to channel my inner Jamaican and run a 4.4 for my brotha quick. He didn't believe me! #40yarddash #speed #sprint #beast
758,41,Today I'm at the grand opening of Derrick Johnson's Total Athlete workout facility in north Austin. Really cool guy who's about to teach me how to train like an all pro NFL athlete! He plays for the Kansas City chiefs and he also mentioned that I might have a shot at playing cornerback lol. @oatmegabar #totalathlete #fitness #derrickjohnson
759,102,"Visuals for my next single titled ""Try."" I will be posting a snippet of this amazing song later this evening along with information on its release. #Stay tuned!! .
.
.
.
.
#Try #nextsingle #albumcover #albumart #newmusic #waitonit #music #r&b #lovesong #singersongwriter #songwriter #newalbum #art #richardrobinsonmusic #staytuned"
760,18,"Yep, I run a lot too. I should have had this app long ago. #run #fitness #cardio #endurance #fit #trail"
761,14,First time going to in-n-out #dallas #texas
762,66,"Wanted to document my progress for this year! Lost 8 lbs from the last two weeks from not keeping up my diet, but I don't mind it. 165 lbs. here. #fitness #goals #fit #abs #dedication #lean #hardwork"
763,31,I stole this from my brother! Working hard in the ciiiitttttyyyyyyyyy! #midtown #nyc #day2 #bryantpark
764,29,My Lil bro @iitsjustinnfool and I chillin. Swag us out!
765,28,Best news I've gotten all day. #swag #oitnb #piper #chapman #myshit #season2
766,27,I don't know how to take normal pictures sometimes. #thuggin #downtownatlanta #beingsilly #peachtreestreet
767,166,"Out here with these two DIMES! I can’t stand them though.
.
.
.
#sxsw2018 #faderfort #calmbeforethestorm #sxswbae #outhere #lit"
768,39,Ate this for lunch today at the Domain. The greatest chicken ever!!! #roastedchicken
769,3,Me and my girlfriend!
770,54,Open Mic night. 😊
771,90,"How old people celebrate birthdays. Love all of em. .
.
.
#popsicles #steelcitypops #atx #baes #bffs #oldfolks #celebratingkiona #lit #onelove"
772,35,Probably my second favorite pic today. Drunk off life and mother nature's beauty! #weinmainemayne #nature #acadia #independenceday #bestpicofalltimealltime #hiking
773,16,Editing a video I shot today! I can't wait for the results. #music #bad #remix #youtube
